"";"Фамилия";"ДатаРазмещения";"стоимость";"Марка";"Категория";"Клиент";"СтранаПолучателя";"СтранаПоставщика";"Цена"
"1834";"Бабкина";1996-09-19;3520;"Carnarvon Tigers";"Рыбопродукты";"Hungry Owl All-Night Grocers";"Ирландия";"Австралия";2812,5
"1835";"Воронова";1996-10-10;4224;"Carnarvon Tigers";"Рыбопродукты";"Bolido Comidas preparadas";"Испания";"Австралия";2812,5
"1836";"Кралев";1996-10-23;2851,19999527931;"Carnarvon Tigers";"Рыбопродукты";"Princesa Isabel Vinhos";"Португалия";"Австралия";2812,5
"1837";"Новиков";1996-10-28;1760;"Carnarvon Tigers";"Рыбопродукты";"Mere Paillarde";"Канада";"Австралия";2812,5
"1838";"Воронова";1996-11-01;6160;"Carnarvon Tigers";"Рыбопродукты";"White Clover Markets";"США";"Австралия";2812,5
"1839";"Воронова";1997-03-04;2252,79999160767;"Carnarvon Tigers";"Рыбопродукты";"Furia Bacalhau e Frutos do Mar";"Португалия";"Австралия";2812,5
"1840";"Воронова";1997-04-18;9349,99993443489;"Carnarvon Tigers";"Рыбопродукты";"Bon app'";"Франция";"Австралия";2812,5
"1841";"Кралев";1997-05-05;9899,99998360872;"Carnarvon Tigers";"Рыбопродукты";"QUICK-Stop";"Германия";"Австралия";2812,5
"1842";"Крылова";1997-05-12;10449,9999918044;"Carnarvon Tigers";"Рыбопродукты";"Folk och fa HB";"Швеция";"Австралия";2812,5
"1843";"Воронова";1997-07-22;3519,99998688698;"Carnarvon Tigers";"Рыбопродукты";"Tradiero Hipermercados";"Бразилия";"Австралия";2812,5
"1844";"Крылова";1997-08-18;1979,99999672174;"Carnarvon Tigers";"Рыбопродукты";"Magazzini Alimentari Riuniti";"Италия";"Австралия";2812,5
"1845";"Воронова";1997-08-19;5500;"Carnarvon Tigers";"Рыбопродукты";"Wartian Herkku";"Финляндия";"Австралия";2812,5
"1846";"Кротов";1997-09-02;2375,99999606609;"Carnarvon Tigers";"Рыбопродукты";"Berglunds snabbkop";"Швеция";"Австралия";2812,5
"1847";"Крылова";1997-09-23;11250;"Carnarvon Tigers";"Рыбопродукты";"Blondel pere et fils";"Франция";"Австралия";2812,5
"1848";"Акбаев";1997-10-14;1320;"Carnarvon Tigers";"Рыбопродукты";"Queen Cozinha";"Бразилия";"Австралия";2812,5
"1849";"Воронова";1997-11-03;5500;"Carnarvon Tigers";"Рыбопродукты";"Eastern Connection";"Великобритания";"Австралия";2812,5
"1850";"Новиков";1998-01-22;4620;"Carnarvon Tigers";"Рыбопродукты";"Supremes delices";"Бельгия";"Австралия";2812,5
"1851";"Воронова";1998-02-26;4950;"Carnarvon Tigers";"Рыбопродукты";"Queen Cozinha";"Бразилия";"Австралия";2812,5
"1852";"Белова";1998-03-16;1100;"Carnarvon Tigers";"Рыбопродукты";"Magazzini Alimentari Riuniti";"Италия";"Австралия";2812,5
"1853";"Новиков";1998-04-06;4125;"Carnarvon Tigers";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Австралия";2812,5
"1854";"Белова";1998-05-06;220;"Carnarvon Tigers";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Австралия";2812,5
"1855";"Ясенева";1996-07-12;4865;"Nord-Ost Matjeshering";"Рыбопродукты";"Richter Supermarkt";"Швейцария";"Германия";1165,05
"1856";"Ясенева";1996-07-23;52427,25;"Nord-Ost Matjeshering";"Рыбопродукты";"Ernst Handel";"Австрия";"Германия";1165,05
"1857";"Крылова";1996-08-22;4725,99996685982;"Nord-Ost Matjeshering";"Рыбопродукты";"Ricardo Adocicados";"Бразилия";"Германия";1165,05
"1858";"Акбаев";1996-09-03;4170;"Nord-Ost Matjeshering";"Рыбопродукты";"LILA-Supermercado";"Венесуэлла";"Германия";1165,05
"1859";"Крылова";1996-09-20;1390;"Nord-Ost Matjeshering";"Рыбопродукты";"The Big Cheese";"США";"Германия";1165,05
"1860";"Ясенева";1996-10-08;2481,1499826014;"Nord-Ost Matjeshering";"Рыбопродукты";"Save-a-lot Markets";"США";"Германия";1165,05
"1861";"Кротов";1996-11-21;7394,79999420047;"Nord-Ost Matjeshering";"Рыбопродукты";"Seven Seas Imports";"Великобритания";"Германия";1165,05
"1862";"Воронова";1997-01-03;2481,1499826014;"Nord-Ost Matjeshering";"Рыбопродукты";"Ernst Handel";"Австрия";"Германия";1165,05
"1863";"Акбаев";1997-02-07;2224;"Nord-Ost Matjeshering";"Рыбопродукты";"Mere Paillarde";"Канада";"Германия";1165,05
"1864";"Воронова";1997-02-10;5789,34995940328;"Nord-Ost Matjeshering";"Рыбопродукты";"Save-a-lot Markets";"США";"Германия";1165,05
"1865";"Воронова";1997-02-21;2223,99999171495;"Nord-Ost Matjeshering";"Рыбопродукты";"La maison d'Asie";"Франция";"Германия";1165,05
"1866";"Белова";1997-03-10;4135,24997100234;"Nord-Ost Matjeshering";"Рыбопродукты";"White Clover Markets";"США";"Германия";1165,05
"1867";"Акбаев";1997-03-28;2502;"Nord-Ost Matjeshering";"Рыбопродукты";"Piccolo und mehr";"Австрия";"Германия";1165,05
"1868";"Новиков";1997-04-23;8725;"Nord-Ost Matjeshering";"Рыбопродукты";"QUICK-Stop";"Германия";"Германия";1165,05
"1869";"Воронова";1997-05-28;5932,99995839596;"Nord-Ost Matjeshering";"Рыбопродукты";"Furia Bacalhau e Frutos do Mar";"Португалия";"Германия";1165,05
"1870";"Новиков";1997-05-30;2443;"Nord-Ost Matjeshering";"Рыбопродукты";"Wartian Herkku";"Финляндия";"Германия";1165,05
"1871";"Воронова";1997-05-30;4973,24999609962;"Nord-Ost Matjeshering";"Рыбопродукты";"Ottilies Kaseladen";"Германия";"Германия";1165,05
"1872";"Бабкина";1997-06-18;1884,5999968797;"Nord-Ost Matjeshering";"Рыбопродукты";"Berglunds snabbkop";"Швеция";"Германия";1165,05
"1873";"Белова";1997-07-21;4973,24999609962;"Nord-Ost Matjeshering";"Рыбопродукты";"Mere Paillarde";"Канада";"Германия";1165,05
"1874";"Белова";1997-09-02;4711,49999219924;"Nord-Ost Matjeshering";"Рыбопродукты";"Frankenversand";"Германия";"Германия";1165,05
"1875";"Белова";1997-09-17;1745;"Nord-Ost Matjeshering";"Рыбопродукты";"France restauration";"Франция";"Германия";1165,05
"1876";"Новиков";1997-09-18;523,5;"Nord-Ost Matjeshering";"Рыбопродукты";"Wilman Kala";"Финляндия";"Германия";1165,05
"1877";"Белова";1997-09-24;6543,75;"Nord-Ost Matjeshering";"Рыбопродукты";"Old World Delicatessen";"США";"Германия";1165,05
"1878";"Крылова";1997-10-16;3490;"Nord-Ost Matjeshering";"Рыбопродукты";"Old World Delicatessen";"США";"Германия";1165,05
"1879";"Белова";1997-10-27;3490;"Nord-Ost Matjeshering";"Рыбопродукты";"Koniglich Essen";"Германия";"Германия";1165,05
"1880";"Кротов";1997-11-05;2486,62499804981;"Nord-Ost Matjeshering";"Рыбопродукты";"Bon app'";"Франция";"Германия";1165,05
"1881";"Новиков";1997-11-12;523,5;"Nord-Ost Matjeshering";"Рыбопродукты";"Specialites du monde";"Франция";"Германия";1165,05
"1882";"Бабкина";1997-12-16;3490;"Nord-Ost Matjeshering";"Рыбопродукты";"Morgenstern Gesundkost";"Германия";"Германия";1165,05
"1883";"Крылова";1997-12-24;11342,5;"Nord-Ost Matjeshering";"Рыбопродукты";"Ernst Handel";"Австрия";"Германия";1165,05
"1884";"Бабкина";1998-01-27;8725;"Nord-Ost Matjeshering";"Рыбопродукты";"Old World Delicatessen";"США";"Германия";1165,05
"1885";"Ясенева";1998-02-05;1989,29999843985;"Nord-Ost Matjeshering";"Рыбопродукты";"Bon app'";"Франция";"Германия";1165,05
"1886";"Белова";1998-02-09;3926,25;"Nord-Ost Matjeshering";"Рыбопродукты";"Ricardo Adocicados";"Бразилия";"Германия";1165,05
"1887";"Белова";1998-02-26;2617,5;"Nord-Ost Matjeshering";"Рыбопродукты";"Santu Gourmet";"Норвегия";"Германия";1165,05
"1888";"Белова";1998-02-27;1047;"Nord-Ost Matjeshering";"Рыбопродукты";"Rancho grande";"Аргентина";"Германия";1165,05
"1889";"Новиков";1998-03-02;4188;"Nord-Ost Matjeshering";"Рыбопродукты";"LINO-Delicateses";"Венесуэлла";"Германия";1165,05
"1890";"Крылова";1998-03-06;4711,49999219924;"Nord-Ost Matjeshering";"Рыбопродукты";"Bon app'";"Франция";"Германия";1165,05
"1891";"Кротов";1998-03-17;4153,09997087717;"Nord-Ost Matjeshering";"Рыбопродукты";"LINO-Delicateses";"Венесуэлла";"Германия";1165,05
"1892";"Белова";1998-03-30;9597,5;"Nord-Ost Matjeshering";"Рыбопродукты";"Save-a-lot Markets";"США";"Германия";1165,05
"1893";"Новиков";1998-03-30;5653,79999063909;"Nord-Ost Matjeshering";"Рыбопродукты";"Hungry Owl All-Night Grocers";"Ирландия";"Германия";1165,05
"1894";"Кралев";1998-05-01;523,5;"Nord-Ost Matjeshering";"Рыбопродукты";"White Clover Markets";"США";"Германия";1165,05
"1895";"Новиков";1998-05-05;4449,74996879697;"Nord-Ost Matjeshering";"Рыбопродукты";"Lehmanns Marktstand";"Германия";"Германия";1165,05
"1896";"Кралев";1998-05-06;2320,84999817982;"Nord-Ost Matjeshering";"Рыбопродукты";"Simons bistro";"Дания";"Германия";1165,05
"1897";"Белова";1998-05-06;338,530000234023;"Nord-Ost Matjeshering";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Германия";1165,05
"1898";"Воронова";1996-07-16;8775;"Rod Kaviar";"Рыбопродукты";"HILARION-Abastos";"Венесуэлла";"Швеция";675
"1899";"Воронова";1996-08-19;3948,75;"Rod Kaviar";"Рыбопродукты";"Lehmanns Marktstand";"Германия";"Швеция";675
"1900";"Бабкина";1997-02-10;17550;"Rod Kaviar";"Рыбопродукты";"Old World Delicatessen";"США";"Швеция";675
"1901";"Новиков";1997-04-23;52680;"Rod Kaviar";"Рыбопродукты";"QUICK-Stop";"Германия";"Швеция";675
"1902";"Белова";1997-07-14;21950;"Rod Kaviar";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Швеция";675
"1903";"Воронова";1997-12-01;17560;"Rod Kaviar";"Рыбопродукты";"Maison Dewey";"Бельгия";"Швеция";675
"1904";"Новиков";1998-01-29;4390;"Rod Kaviar";"Рыбопродукты";"La corne d'abondance";"Франция";"Швеция";675
"1905";"Воронова";1998-03-06;10975;"Rod Kaviar";"Рыбопродукты";"Supremes delices";"Бельгия";"Швеция";675
"1906";"Крылова";1998-03-26;13170;"Rod Kaviar";"Рыбопродукты";"Ernst Handel";"Австрия";"Швеция";675
"1907";"Воронова";1996-07-18;208;"Inlagd Sill";"Рыбопродукты";"Centro comercial Moctezuma";"Мексика";"Швеция";855
"1908";"Воронова";1996-10-24;5824;"Inlagd Sill";"Рыбопродукты";"Frankenversand";"Германия";"Швеция";855
"1909";"Крылова";1997-01-08;2080;"Inlagd Sill";"Рыбопродукты";"Folies gourmandes";"Франция";"Швеция";855
"1910";"Кралев";1997-05-01;4211,99999302626;"Inlagd Sill";"Рыбопродукты";"Seven Seas Imports";"Великобритания";"Швеция";855
"1911";"Воронова";1998-01-22;12479,9999535084;"Inlagd Sill";"Рыбопродукты";"Save-a-lot Markets";"США";"Швеция";855
"1912";"Воронова";1998-03-20;2080;"Inlagd Sill";"Рыбопродукты";"Chop-suey Chinese";"Швейцария";"Швеция";855
"1913";"Воронова";1996-10-15;40051,9999685884;"Gravad lax";"Рыбопродукты";"Split Rail Beer & Ale";"США";"Швеция";1170
"1914";"Белова";1996-11-11;40051,9999685884;"Gravad lax";"Рыбопродукты";"Ernst Handel";"Австрия";"Швеция";1170
"1915";"Кралев";1996-11-13;84319,9996858835;"Gravad lax";"Рыбопродукты";"Piccolo und mehr";"Австрия";"Швеция";1170
"1916";"Воронова";1996-11-22;21080;"Gravad lax";"Рыбопродукты";"Blondel pere et fils";"Франция";"Швеция";1170
"1917";"Кротов";1996-12-04;63240;"Gravad lax";"Рыбопродукты";"Queen Cozinha";"Бразилия";"Швеция";1170
"1918";"Воронова";1997-01-16;105400;"Gravad lax";"Рыбопродукты";"Simons bistro";"Дания";"Швеция";1170
"1919";"Кралев";1997-01-23;82633,5996921659;"Gravad lax";"Рыбопродукты";"Mere Paillarde";"Канада";"Швеция";1170
"1920";"Бабкина";1997-03-19;63240;"Gravad lax";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Швеция";1170
"1921";"Воронова";1997-04-25;39525;"Gravad lax";"Рыбопродукты";"Tortuga Restaurante";"Мексика";"Швеция";1170
"1922";"Бабкина";1997-05-19;79050;"Gravad lax";"Рыбопродукты";"QUICK-Stop";"Германия";"Швеция";1170
"1923";"Новиков";1997-05-19;9485,99998429418;"Gravad lax";"Рыбопродукты";"Hanari Carnes";"Бразилия";"Швеция";1170
"1924";"Белова";1997-07-31;37548,7499705516;"Gravad lax";"Рыбопродукты";"Great Lakes Food Market";"США";"Швеция";1170
"1925";"Ясенева";1997-09-17;35572,4999411032;"Gravad lax";"Рыбопродукты";"Berglunds snabbkop";"Швеция";"Швеция";1170
"1926";"Воронова";1997-12-18;13175;"Gravad lax";"Рыбопродукты";"Hanari Carnes";"Бразилия";"Швеция";1170
"1927";"Новиков";1997-12-30;26350;"Gravad lax";"Рыбопродукты";"The Big Cheese";"США";"Швеция";1170
"1928";"Воронова";1998-01-06;75097,4999411032;"Gravad lax";"Рыбопродукты";"Great Lakes Food Market";"США";"Швеция";1170
"1929";"Бабкина";1998-01-06;79050;"Gravad lax";"Рыбопродукты";"Koniglich Essen";"Германия";"Швеция";1170
"1930";"Ясенева";1998-01-13;5270;"Gravad lax";"Рыбопродукты";"Rancho grande";"Аргентина";"Швеция";1170
"1931";"Бабкина";1998-01-14;21080;"Gravad lax";"Рыбопродукты";"Santu Gourmet";"Норвегия";"Швеция";1170
"1932";"Новиков";1998-02-02;150194,999882206;"Gravad lax";"Рыбопродукты";"QUICK-Stop";"Германия";"Швеция";1170
"1933";"Ясенева";1998-02-16;105400;"Gravad lax";"Рыбопродукты";"Rattlesnake Canyon Grocery";"США";"Швеция";1170
"1934";"Бабкина";1998-03-20;13175;"Gravad lax";"Рыбопродукты";"Specialites du monde";"Франция";"Швеция";1170
"1935";"Белова";1998-03-27;158100;"Gravad lax";"Рыбопродукты";"Hanari Carnes";"Бразилия";"Швеция";1170
"1936";"Новиков";1998-04-17;65875;"Gravad lax";"Рыбопродукты";"White Clover Markets";"США";"Швеция";1170
"1937";"Воронова";1996-07-08;770;"Boston Crab Meat";"Рыбопродукты";"Hanari Carnes";"Бразилия";"США";828
"1938";"Воронова";1996-07-19;924;"Boston Crab Meat";"Рыбопродукты";"Ottilies Kaseladen";"Германия";"США";828
"1939";"Акбаев";1996-07-24;1636,24998852611;"Boston Crab Meat";"Рыбопродукты";"Folk och fa HB";"Швеция";"США";828
